"School Name","Session Date",Question
"Llwyncrwn Primary School",18/10/2020,"What makes you happy at school?"
"Harrow Gate Primary Academy",18/10/2020,"Last week we were inspired by The Promise. What is the most important thing we can do to make sure our school has a positive impact on the environment?"
"Broadoak Primary",18/10/2020,"What would you like to do in return for bring a foodbank item into school?"
"Broadoak Primary",18/10/2020,"What would you like to do in return for bring a foodbank item into school?"
"St James' CE Primary Haydock",17/10/2020,"Now we have a Mile a Day track, how often should we use it?"
"Colville Primary School",16/10/2020,"IF CORONAVIRUS WAS A CHARACTER FROM A BOOK OR FILM, WHO WOULD IT BE AND WHY?"
"Smart School Sample",16/10/2020,"What makes you happy at school?"
"New bridge Group",16/10/2020,"How can we promote students behavior in college?"
"New bridge Group",16/10/2020,"How can we promote students behavior in college?"
"Julian's Primary School",16/10/2020,"During 'lockdown' you all spent lots of time learning at home. Thinking carefully about the different work you were set by your teachers, which of these did you find most helpful?"
"The Park School",16/10/2020,"What makes you happy at school?"
"Bedonwell Junior School",15/10/2020,"To celebrate Black History Month who is your favourite role model?"
"British International School Budapest",15/10/2020,"How can we reduce food waste in the school?"
"Sankey Valley St James CE Primary School",15/10/2020,"Following on from last week's question - How would you prefer to share your Science learning with other year groups and parents/carers?"
"Bronte Girls' Acadmey",15/10/2020,"Bradford currently has one of the highest infection rates for C-19 in the country. This week the government announced a new rating system for areas. These are medium, high and very high. Bradford has been placed in the 'high' rating. Which category do you think Bradford should fall in? You must be able to justify your reasons.?"
Hanover,14/10/2020,"Which right do you think you most benefit from in your life? ?"
"Your school",14/10/2020,"To celebrate Black History Month, who is your favourite role model and why?"
"The Hart School",14/10/2020,"'The Den' has a number of fantastic opportunities available once it opens. Which activities would you be interested in using the most?"
"Southmead Primary",14/10/2020,"What makes you the happiest at school?"
"Broadoak Primary",14/10/2020,"How can we help our local community?"
"Penwortham Girls' High School",14/10/2020,"Which is the most important right?"
"Clara Grant Primary School",13/10/2020,"How are you finding learning from home on Friday afternoons?"
"Beacon High",13/10/2020,"To celebrate Black History Month who is your favourite role model?"
"Sacred Heart RC Primary School",13/10/2020,"Are we doing enough to keep us save from Covid-19 in school?"
d'Overbroeck's,13/10/2020,"If the school were to have a costume day for Halloween, would you participate?"
"Sandbach High School &amp; Sixth Form College",13/10/2020,"If your learning is affected by low level disruption, which of the following is the most frequent cause?"
"Julian's Primary School",13/10/2020,"During 'lockdown' you all spent lots of time learning at home. Thinking carefully about the different work you were set by your teachers, which of these did you find most helpful?"
"Isleworth Town",13/10/2020,"Halloween - should we be able to dress up at school for Halloween?"
"Hanley Castle High School",13/10/2020,"What changes should we make to our uniform?"
"Carshalton Boys Sports College",12/10/2020,"Why do we still have Black History Month?"
"Lime Academy Larkswood",12/10/2020,"To celebrate Black History Month, who is your favourite role model? ?"
"KT First",12/10/2020,"Which 'Act your Age' challenge would you like to do for Pudsey's Children in Need Day?"
"Harrow Gate Primary Academy",12/10/2020,"What makes you most proud to be part of our school?"
"Edward Peake Middle School",12/10/2020,"What 'dress-up' theme would you like for CiN Day (13th Nov)? ?"
"Hardwick Green Primary Academy",12/10/2020,"How often do you think children should read at home each week?"
"Belmont Junior School",12/10/2020,"What special activity would you like to do as a class to celebrate Black History Month?"
"Reigate St Mary's",12/10/2020,"If you could have anyone in the world in your bubble, who would it be and why?"
"Willington School",12/10/2020,"Apart from the Willington Values, which other values do you think are most important in the school's vision?"
"British International School Budapest",12/10/2020,"Who do you think should make most of the decisions in the school?"
"Colville Primary School",11/10/2020,"What is the best thing about using Google Classroom at home?"
"Danecourt school",11/10/2020,"How can we make others feel special?"
"Copeland Road Primary School",10/10/2020,"To celebrate Black History Month, who is your favourite role model?"
"Morven Park Primary School",10/10/2020,"If you could bake a cake right now to say 'Thank you', who would you give it to?"
"Oundle Primary School",09/10/2020,"What activity would you like to do for Children in Need and be sponsored for?"
"Mawney Foundation School",09/10/2020,"Meeting 2 - How are you feeling now that we are back in school and in to a new routine?"
"St. Mary's Church of England Academy",09/10/2020,"How safe do you feel at school?"
"Valence Primary School",09/10/2020,"To celebrate Black History Month who is  your favourite role model?"
"George White Junior School",09/10/2020," To celebrate Black History Month who is your favourite role model? ?"
"Crownfield Junior School",09/10/2020,"If you could bake anyone a cake right now who would you give it to?"
"New bridge Group",09/10/2020,"How could we improve behavior in our college? ?"
"Stopsley Community Primary School",09/10/2020,"What would you say is your most useful tool for when things get tough?"
"St. Francis School",09/10/2020,"What charity would you like to see St Francis raise money for?"
"Shrewsbury Academy",08/10/2020,"Do you feel listened to in school?"
Hanover,08/10/2020,"If you could bake anyone a cake right now, who would you give it to? ?"
"Sankey Valley St James CE Primary School",08/10/2020,"How do you prefer to learn in Science?"
"Bronte Girls' Acadmey",07/10/2020,"You receive achievement points as part of the school reward system. How would you like to view the points you receive?"
"Hawthorns Primary",07/10/2020,"Do you think the school have done enough to help you feel safe, happy and be able to learn with all the changes because of Covid-19?"
"William Hulme's Grammar School (sec)",07/10/2020,"How can we improve mental health and wellbeing in school?"
"Danecourt school",06/10/2020,"Who makes you feel special?"
"Penwortham Girls' High School",06/10/2020,"Who would you turn to if you had a problem?"
"Winston Way Academy",06/10/2020,"How do we want to celebrate Black History Month?"
"Clara Grant Primary School",06/10/2020,"What was the hardest part of home learning during lockdown? ?"
"Painters Ash Primary School",06/10/2020,"Which area of your learning do you feel like you need more help with? ?"
"St. Francis School",06/10/2020,"If you could have any person in your bubble, who would you choose?"
"St Gregory's Catholic Primary School",06/10/2020,"How can we support each other in school?"
"Hardwick Green Primary Academy",05/10/2020,"If we were to buy more playtime equipment what would you like?"
"Lime Academy Larkswood",05/10/2020,"If we had a school garden or vegetable patch, what would you like to grow?"
"Wootton Park School",05/10/2020,"Great leadership involves motivating a group of people in order to achieve a common goal. Below are some examples of different leaders. Which one do you think would make the best Prime Minister?"
d'Overbroeck's,05/10/2020,"Which COVID rules create the most stress for students?"
"Manford Primary School",04/10/2020,"If you could have anyone in your socially distant bubble, who would it be and why?"
"Colville Primary School",04/10/2020,"If you could have anyone in the world in your year group bubble, who would it be and why?"
"Green Park Primary School",04/10/2020,"How can we be a good friend to others?"
"Harrow Gate Primary Academy",04/10/2020,"What do you think about home learning?"
"Manchester Enterprise Academy",04/10/2020,"Should advertising for junk food be banned?"
